Date,Close,NEWS_SENTIMENT_DAILY_AVG,NEWS_POS_COUNT,NEWS_NEG_COUNT,TWITTER_SENTIMENT_DAILY_AVG,TWITTER_POS_COUNT,TWITTER_NEG_COUNT,NEWS_HEAT_READ_DAVG,NEWS_PUBLICATION_COUNT,TWITTER_PUBLICATION_COUNT
26/10/2017,972.43,0.183,171,26,-0.0004,165,175,2,1416,11044
25/10/2017,972.91,0.1545,118,26,-0.0035,218,298,1,1161,6563
24/10/2017,975.9,0.0752,110,32,-0.0067,174,642,1,1443,10076
23/10/2017,966.3,0.1269,29,6,0.0008,62,33,1,467,2836
20/10/2017,982.91,0.0546,115,27,0.0004,134,115,0,1235,9266
19/10/2017,986.61,0.0942,130,21,-0.0093,109,484,0,1339,7660
18/10/2017,997,0.1331,104,23,-0.3798,114,3183,0,1503,8963
17/10/2017,1009.13,0.1101,66,23,0.0025,130,97,0,865,4629
16/10/2017,1006.34,0.1147,25,3,0.002,68,51,0,405,3209
13/10/2017,1002.94,0.1676,138,28,-0.1246,169,2597,0,1669,13750
12/10/2017,1000.93,0.0843,129,27,0.0069,400,189,0,1362,6963
11/10/2017,995,0.1723,86,18,0.0053,259,243,0,1026,5104
10/10/2017,987.2,0.1186,55,16,-0.0023,141,180,0,752,5170
09/10/2017,990.99,0.1118,29,4,-0.0243,97,219,0,410,2271
06/10/2017,989.58,0.1303,70,24,-0.0068,284,398,0,988,6685
05/10/2017,980.85,0.1549,107,68,-0.1168,209,2079,1,1371,9198
04/10/2017,965.45,-0.2102,100,154,-0.16,219,2359,1,1468,9705
03/10/2017,957.1,0.202,60,8,0.0043,143,134,1,794,3230
02/10/2017,959.19,0.071,20,8,-0.0032,35,69,0,457,1899
29/09/2017,961.35,0.1174,92,17,-0.0133,185,485,0,1092,5438
28/09/2017,956.4,0.1837,166,12,0.0012,312,213,0,1363,9666
27/09/2017,950.87,0.2217,84,16,-0.002,99,146,1,950,4794
26/09/2017,938.6,0.2639,79,20,-0.0038,97,189,0,857,4585
25/09/2017,939.79,0.3623,62,7,0.002,97,43,1,519,2730
22/09/2017,955.1,0.1066,64,25,0.01,282,79,0,794,4414
21/09/2017,964.65,0.0706,88,24,-0.001,131,130,0,1158,6901
20/09/2017,973.21,0.207,124,26,0.0011,193,157,1,1243,9916
19/09/2017,969.86,0.114,97,8,-0.0036,121,231,0,1092,5368
18/09/2017,974.19,0.0895,16,4,0.001,52,40,0,353,2194
15/09/2017,986.79,0.1654,89,26,0.0082,239,121,0,970,4337
14/09/2017,992.21,0.1542,99,29,0.0036,254,122,0,992,5686
13/09/2017,999.6,0.124,65,25,-0.0031,145,186,0,774,4432
12/09/2017,982.58,0.1694,77,21,-0.0074,268,332,0,824,5656
11/09/2017,977.96,0.0565,14,7,-0.003,50,142,0,355,4517
08/09/2017,965.9,0.1066,217,48,-0.0077,329,986,0,1640,12825
07/09/2017,979.47,0.2956,141,11,-0.0015,169,257,1,1288,8040
06/09/2017,967.8,0.1079,44,8,-0.0074,42,195,0,839,3151
05/09/2017,965.27,0.0245,13,5,-0.0322,47,286,0,444,2255
04/09/2017,,0.0614,9,4,-0.0036,36,73,0,247,2225
01/09/2017,978.25,0.2005,65,25,-0.0211,131,486,0,838,5019
31/08/2017,980.6,0.3782,130,31,-0.0238,183,879,0,1113,8488
30/08/2017,967.59,0.2901,115,13,-0.0032,203,266,0,964,6638
29/08/2017,954.06,0.4712,253,63,-0.0349,421,915,0,1286,10522
28/08/2017,946.02,0.1216,29,8,-0.0099,81,228,1,501,3485
25/08/2017,945.26,0.3091,223,75,-0.1827,245,3077,0,1642,17002
24/08/2017,952.45,0.4984,188,24,0.0015,223,191,1,1248,8555
23/08/2017,958,0.3248,64,17,-0.001,119,136,0,833,5171
22/08/2017,966.9,0.2355,40,9,-0.0113,99,212,0,676,3196
21/08/2017,953.29,0.2466,23,2,-0.0016,48,67,0,323,2563
18/08/2017,958.47,0.2689,80,12,0.0125,297,181,0,844,4104
17/08/2017,960.57,0.2777,131,86,-0.0111,417,500,0,1322,8469
16/08/2017,978.18,0.286,197,51,-0.0094,363,494,1,1430,8265
15/08/2017,982.74,0.2811,117,18,0.0105,268,165,1,1111,4144
14/08/2017,983.3,0.1889,32,4,-0.0674,33,375,0,400,2444
11/08/2017,967.99,0.4875,123,32,-0.033,321,460,0,870,5975
10/08/2017,956.92,0.1348,62,50,-0.0775,169,641,0,759,4608
09/08/2017,982.01,0.1944,53,8,0.0098,233,118,0,774,3582
08/08/2017,989.84,0.1704,42,20,-0.0014,120,101,0,732,3561
07/08/2017,992.27,0.071,18,3,0.0003,48,44,0,345,2412
04/08/2017,987.58,0.2872,61,14,0.0139,276,133,0,747,4040
03/08/2017,986.92,0.0949,88,17,0.0071,379,309,0,942,7825
02/08/2017,995.89,0.1608,82,18,-0.01,253,502,0,841,7237
01/08/2017,996.19,0.2299,76,25,-0.0198,316,552,0,831,6406
31/07/2017,987.78,0.3689,52,15,0.0528,330,111,1,491,3074
28/07/2017,1020.04,0.6102,523,162,0.0643,3065,2623,3,3527,23116
27/07/2017,1046,0.321,223,43,0.0032,422,186,2,1314,9614
26/07/2017,1052.8,0.2437,98,13,0.0015,276,57,0,888,7937
25/07/2017,1039.87,0.428,92,21,0.0073,351,85,0,862,6637
24/07/2017,1038.95,0.192,34,3,0.0019,75,25,1,439,2489
21/07/2017,1025.67,0.3291,153,34,0.0374,897,272,0,1292,8812
20/07/2017,1028.7,0.2608,92,13,0.0029,197,127,1,957,4938
19/07/2017,1026.87,0.2429,74,10,-0.0021,213,188,0,884,5667
18/07/2017,1024.45,0.2033,82,22,-0.0264,212,616,0,1054,6899
17/07/2017,1010.04,0.1753,31,9,0.0037,135,86,1,442,2661
14/07/2017,1001.81,0.2281,91,17,0.0071,257,74,0,870,4467
13/07/2017,1000.63,0.3836,174,28,0.0935,1094,106,0,1218,5647
12/07/2017,1006.51,0.1002,142,26,0.0018,352,319,1,1378,8638
11/07/2017,994.13,0.1131,250,49,-0.0034,425,536,0,1980,10520
10/07/2017,996.47,0.1009,53,10,0.0005,61,58,0,710,2891
07/07/2017,978.76,0.1559,91,9,0.0007,111,68,0,911,5503
06/07/2017,965.14,0.1519,81,18,0.0014,121,99,0,886,4027
05/07/2017,971.4,0.1821,37,8,0.0057,153,135,0,455,2828
04/07/2017,,0.0866,45,15,-0.0891,185,684,0,619,4029
03/07/2017,953.66,0.1013,21,2,0.0008,59,24,0,367,2103
30/06/2017,968,0.1508,110,20,0.0016,200,152,0,1343,6287
29/06/2017,975.93,0.0532,72,56,-0.0019,299,352,0,1248,10266
28/06/2017,990.33,0.1828,79,7,0.0001,103,208,1,882,7175
27/06/2017,976.78,0.1674,91,17,-0.0033,165,384,0,1020,7884
26/06/2017,993.98,0.144,37,5,-0.0013,172,168,0,569,5530
23/06/2017,1003.74,0.1092,77,10,0.0012,342,128,0,835,9798
22/06/2017,1001.3,0.2237,131,26,-0.0007,283,260,0,1286,11843
21/06/2017,1002.23,0.1899,157,33,0.0007,300,289,1,1370,12397
20/06/2017,992.59,0.3048,244,40,0.0029,667,318,1,2003,16084
19/06/2017,995.17,0.3993,140,9,0.0028,452,348,2,1083,10811
16/06/2017,987.71,0.1494,81,29,0.0035,407,233,2,1002,9521
15/06/2017,964.17,0.414,88,13,-0.0011,189,207,1,755,6628
14/06/2017,976.47,0.1955,56,8,-0.0011,150,198,0,725,6190
13/06/2017,980.79,0.0842,37,28,-0.0033,249,354,1,810,7612
12/06/2017,964.91,0.2638,21,9,-0.0184,118,644,2,474,5742
09/06/2017,978.31,0.1994,68,13,0.006,192,67,2,682,3441
08/06/2017,1010.27,0.0822,65,29,0.021,433,263,0,921,4985
07/06/2017,1010.07,0.2386,73,14,-0.0106,373,606,0,935,8450
06/06/2017,1003,0.1407,92,16,0.0022,549,252,1,1355,11692
05/06/2017,1011.34,0.0691,21,2,-0.0002,64,61,0,378,4434
02/06/2017,1006.73,0.1978,47,7,0.0009,154,83,0,666,5311
01/06/2017,995.95,0.3031,87,37,0.0018,190,81,0,866,5375
31/05/2017,994.62,0.6318,167,21,0.1777,2081,136,0,1059,8534
30/05/2017,996.7,0.1395,25,1,-0.0005,102,104,1,321,4899
29/05/2017,,0.083,7,3,0.0008,191,126,0,207,6391
26/05/2017,995.78,0.2046,64,7,0.0015,419,188,0,793,10937
25/05/2017,993.38,0.0996,36,8,0.0012,280,166,1,512,8560
24/05/2017,980.35,0.1591,60,22,0.0009,252,192,0,618,9126
23/05/2017,971.54,0.084,47,5,0.0009,260,162,0,692,8563
22/05/2017,970.67,0.176,18,3,-0.0013,100,184,0,283,5142
19/05/2017,959.84,0.2497,45,6,0.0014,271,125,0,769,7691
18/05/2017,958.49,0.1433,75,20,-0.0019,303,379,0,1099,9727
17/05/2017,944.76,0.1083,35,19,0.0006,221,179,1,731,9863
16/05/2017,966.07,0.1085,45,10,0.0024,396,130,0,804,9264
15/05/2017,957.97,0.2568,34,9,0.0039,236,102,0,387,4255
12/05/2017,961.35,0.0818,39,10,0.0006,161,157,0,590,6090
11/05/2017,947.62,0.1112,61,40,-0.0003,152,154,0,847,8799
10/05/2017,948.95,0.1606,109,16,-0.0005,151,247,0,1087,11327
09/05/2017,952.82,0.1884,73,11,0.0009,261,220,0,854,8648
08/05/2017,949.04,0.175,25,8,-0.0007,79,108,0,398,4158
05/05/2017,934.15,0.3797,64,11,0.0022,250,195,0,619,5458
04/05/2017,937.53,0.2312,65,7,0.0005,129,73,0,812,5372
03/05/2017,941.03,0.2955,55,11,0.0005,119,68,0,582,5008
02/05/2017,946.94,0.2149,48,5,0.0017,252,77,0,727,5687
01/05/2017,948.23,0.2326,17,3,0.0037,241,92,1,268,5572
28/04/2017,924.99,0.6682,417,37,0.0625,2372,454,2,2054,14431
27/04/2017,918.38,0.2058,118,8,0.0005,221,199,2,899,9172
26/04/2017,909.29,0.2056,61,34,-0.0004,166,188,0,662,8048
25/04/2017,907.62,0.3321,83,27,0.0003,185,139,0,805,8887
24/04/2017,907.41,0.3289,43,4,0.0008,141,60,0,376,5125
21/04/2017,898.53,0.1201,65,18,-0.0003,76,124,0,733,6871
20/04/2017,902.06,0.112,104,16,-0.0088,126,623,0,874,8387
19/04/2017,899.2,0.0896,35,11,0.0005,175,68,0,527,6816
18/04/2017,903.78,0.3074,79,5,0.0011,245,103,0,747,6811
17/04/2017,901.99,0.2752,18,3,-0.0002,67,76,0,230,5691
14/04/2017,,0.1476,48,9,-0.0002,141,172,0,511,8975
13/04/2017,884.67,0.1678,65,10,0.0009,353,110,0,783,10741
12/04/2017,896.23,0.2298,67,8,0.0006,287,75,0,572,9847
11/04/2017,902.36,0.693,117,11,0.0019,442,239,0,675,9284
10/04/2017,907.04,0.3033,57,10,0.0011,173,87,0,426,5028
07/04/2017,894.88,0.1659,66,28,0.0005,259,158,0,757,8211
06/04/2017,898.28,0.3481,177,24,0.0028,784,167,1,1066,13824
05/04/2017,909.28,0.2778,142,55,0.0026,593,202,2,999,11707
04/04/2017,906.83,0.1475,71,19,-0.0005,166,130,2,690,6083
03/04/2017,891.51,0.1179,18,2,0.0002,82,63,0,296,5823
31/03/2017,886.54,0.2672,88,17,0.0005,241,150,1,797,9010
30/03/2017,876.34,0.2489,122,15,-0.0047,516,611,2,974,10509
29/03/2017,874.32,0.4621,237,24,0.0012,373,99,2,1168,10201
28/03/2017,856,0.2394,141,21,0.0023,429,160,2,903,9767
27/03/2017,846.82,0.0582,20,12,-0.0014,106,146,0,315,5042
24/03/2017,845.61,0.0576,55,30,0.0016,152,28,0,646,4093
23/03/2017,847.38,0.2088,65,10,0.0004,104,61,0,600,4920
22/03/2017,848.06,0.1862,66,9,0.0002,99,81,0,747,5754
21/03/2017,843.2,0.1132,58,8,0.0005,126,54,0,1267,4774
20/03/2017,856.97,0.2456,27,2,0.0002,57,27,0,282,3213
17/03/2017,852.31,0.248,61,17,0.0002,79,75,0,532,4571
16/03/2017,853.42,0.137,49,5,0.0002,119,81,0,677,5923
15/03/2017,852.97,0.1213,45,6,0.001,177,80,0,593,5138
14/03/2017,852.53,0.047,18,5,0.0004,102,87,0,422,5025
13/03/2017,854.59,0.0213,6,2,-0.0006,59,115,0,218,4268
10/03/2017,852.46,0.3389,78,6,-0.0017,109,200,0,591,5726
09/03/2017,853,0.2033,54,7,0.0008,106,85,0,712,3555
08/03/2017,850.5,0.0631,37,15,0.0005,125,105,0,790,5159
07/03/2017,846.02,0.1087,44,10,0.0005,134,105,0,646,5147
06/03/2017,846.61,0.0774,21,5,0.0043,173,53,0,379,3153
03/03/2017,849.88,0.1963,105,54,-0.0037,104,561,0,973,9541
02/03/2017,848.91,0.1271,52,22,-0.0011,94,204,0,690,5831
01/03/2017,853.08,-0.0621,111,105,-0.0266,167,1329,0,1269,9999
28/02/2017,845.04,0.2315,66,5,0.0004,104,42,0,700,5067
27/02/2017,848.64,0.0722,20,5,-0.0003,50,69,0,422,3891
24/02/2017,845.24,0.2333,42,14,-0.0015,57,107,0,561,2666
23/02/2017,852.19,0.0452,28,6,0.0039,210,110,0,618,3740
22/02/2017,855.61,0.3231,67,12,0.0034,258,128,0,607,4351
21/02/2017,856.44,0.4436,64,3,-0.0021,140,194,0,486,4581
20/02/2017,,0.6331,51,12,0.0027,224,67,0,427,4684
17/02/2017,845.07,0.0923,28,3,0.0013,147,72,0,398,3810
16/02/2017,844.14,0.3508,67,12,0.0014,207,86,0,579,5033
15/02/2017,842.7,0.2258,67,19,0.001,230,152,0,697,6470
14/02/2017,836.39,0.2599,76,8,0.0004,142,85,0,608,4730
13/02/2017,836.53,0.2214,21,3,-0.0002,50,61,0,324,4009
10/02/2017,827.46,0.4267,88,14,-0.0006,137,123,0,647,4795
09/02/2017,821.36,0.2687,51,7,-0.007,151,398,0,515,5300
08/02/2017,819.71,0.3996,103,18,0.0021,266,212,0,673,5628
07/02/2017,812.5,0.4006,69,16,0.0023,195,135,0,562,4043
06/02/2017,807.64,0.2306,20,5,-0.001,98,101,0,305,3291
03/02/2017,810.2,0.7186,391,74,-0.0723,1561,1812,3,1827,11805
02/02/2017,839.95,0.3623,80,35,0.0054,421,135,2,775,6328
01/02/2017,832.35,0.307,112,37,-0.0287,238,1056,0,977,8021
31/01/2017,823.48,-0.2874,66,113,-0.0139,226,958,0,949,9958
30/01/2017,830.38,0.24,27,8,0.0001,68,47,0,366,6369
27/01/2017,835.77,0.148,54,10,0.001,198,133,0,647,5978
26/01/2017,839.15,0.1614,50,12,0.0008,216,111,0,597,6966
25/01/2017,836.52,0.1285,43,9,-0.0007,185,173,0,570,8012
24/01/2017,822.44,0.2444,74,15,-0.0007,155,140,0,681,5242
23/01/2017,817.88,0.2045,32,3,0.002,155,37,0,326,3413
20/01/2017,808.33,0.1506,69,24,-0.0006,112,135,0,642,5636
19/01/2017,809.04,0.2428,84,15,-0.0005,131,132,0,811,5715
18/01/2017,807.48,0.0756,37,13,0.0021,259,131,0,672,5632
17/01/2017,809.72,0.198,23,5,0.0003,65,43,0,747,3472
16/01/2017,,0.0556,16,2,-0.0004,84,84,0,755,5141
13/01/2017,817.14,0.2065,199,97,0.0093,1302,439,0,1584,15268
12/01/2017,813.64,0.1318,82,50,-0.0312,157,1189,2,814,8766
11/01/2017,799.02,0.4378,77,19,0.0012,229,61,1,555,6251
10/01/2017,795.9,0.2872,66,6,-0.0004,153,135,0,585,6308
09/01/2017,796.92,0.0445,8,4,0.0004,97,54,0,284,4357
06/01/2017,795.99,0.184,72,19,0.0013,361,225,1,823,8861
05/01/2017,780.45,0.115,72,7,0.005,431,125,2,753,7378
04/01/2017,757.18,0.2048,57,6,0.0023,284,122,1,520,6258
03/01/2017,753.67,0.0468,10,5,0.0132,228,96,0,290,2555
02/01/2017,,0.1122,7,1,0.0014,84,48,0,120,2124
30/12/2016,749.87,0.2049,94,38,-0.0064,283,719,0,597,10024
29/12/2016,765.15,0.1784,52,19,0.0005,197,88,0,534,7579
28/12/2016,772.13,0.6759,133,12,0.023,882,70,0,701,7042
27/12/2016,771.4,0.0652,12,4,0.0007,43,26,0,247,2055
26/12/2016,,0.2147,16,5,0.0029,84,25,0,151,1840
23/12/2016,760.59,0.0917,30,3,-0.0003,59,66,0,431,2981
22/12/2016,766.34,0.1877,45,9,-0.0069,133,195,0,505,3365
21/12/2016,770.6,0.1429,50,9,-0.0079,103,350,0,577,4486
20/12/2016,771.22,0.0899,30,7,0.0008,115,50,0,467,3313
19/12/2016,766,0.035,11,5,0.0003,39,15,0,292,2155
16/12/2016,757.77,0.0754,46,6,0.0002,118,105,0,846,6279
15/12/2016,761,0.0982,152,25,0,117,84,0,2657,13941
14/12/2016,768.82,0.1616,101,6,0.0005,141,47,1,1392,4796
13/12/2016,774.34,0.0259,26,7,-0.0005,77,91,0,924,3581
12/12/2016,760.12,0.0266,17,3,-0.0005,29,63,0,574,2911
09/12/2016,768.66,0.1844,55,9,0.0005,118,97,0,542,4473
08/12/2016,767.33,0.342,71,15,0.0005,111,62,0,546,4736
07/12/2016,770.42,0.1802,73,26,-0.0004,102,128,0,779,6056
06/12/2016,764.72,0.1636,141,19,0.0001,157,110,0,1147,12608
05/12/2016,759.36,0.082,21,2,0.0019,77,19,1,353,1951
02/12/2016,740.34,0.177,95,5,-0.0009,116,178,0,799,5267
01/12/2016,743.65,0.1452,113,8,-0.0014,102,239,0,979,5539
30/11/2016,750.57,0.1643,110,24,-0.001,200,215,0,906,5416
29/11/2016,762.52,0.1779,85,31,-0.0027,242,384,0,827,7064
28/11/2016,766.77,0.2442,48,15,0.0002,50,41,1,519,2936
25/11/2016,780.37,0.0646,26,2,-0.0006,56,70,0,402,3551
24/11/2016,,0.059,49,22,-0.0087,128,435,0,622,5683
