Date,Close,NEWS_SENTIMENT_DAILY_AVG,NEWS_POS_COUNT,NEWS_NEG_COUNT,TWITTER_SENTIMENT_DAILY_AVG,TWITTER_POS_COUNT,TWITTER_NEG_COUNT
2019-01-23 14:30:00,-0.1272,1642.27,0,0,0.0245,7.0,7.0
2019-01-23 15:00:00,-0.0942,1644.0,1,1,-0.073,7.0,12.0
2019-01-23 15:30:00,0.0887,1635.98,2,1,0.003,3.0,1.0
2019-01-23 16:00:00,0.1091,1633.38,3,0,-0.0408,3.0,8.0
2019-01-23 16:30:00,0.0804,1622.0,0,0,-0.0272,4.0,7.0
2019-01-23 17:00:00,0.0925,1619.5,2,2,-0.0014,3.0,3.0
2019-01-23 17:30:00,0.1768,1624.89,9,2,-0.016,3.0,6.0
2019-01-23 18:00:00,0.1996,1631.5,3,1,-0.0164,2.0,6.0
2019-01-23 18:30:00,0.2035,1630.34,2,0,0.0042,3.0,1.0
2019-01-23 19:00:00,0.2004,1635.23,3,2,0.0229,6.0,6.0
2019-01-23 19:30:00,0.2089,1631.48,5,0,-0.0207,3.0,6.0
2019-01-23 20:00:00,0.2049,1644.0,1,0,-0.0023,2.0,2.0
2019-01-23 20:30:00,0.1868,1640.02,2,0,-0.01,3.0,5.0
2019-01-24 14:30:00,-0.1193,1643.0,1,1,0.0261,7.0,4.0
2019-01-24 15:00:00,-0.0974,1649.58,3,0,0.0,4.0,4.0
2019-01-24 15:30:00,-0.0972,1637.94,0,0,-0.0196,1.0,6.0
2019-01-24 16:00:00,-0.0866,1636.07,1,0,-0.0097,2.0,3.0
2019-01-24 16:30:00,-0.07400000000000001,1645.63,1,0,0.0162,5.0,3.0
2019-01-24 17:00:00,-0.0678,1647.11,3,0,-0.0092,2.0,3.0
2019-01-24 17:30:00,0.0651,1641.72,3,0,0.0276,7.0,5.0
2019-01-24 18:00:00,-0.0688,1641.16,1,1,0.011000000000000001,5.0,3.0
2019-01-24 18:30:00,0.0762,1646.48,2,0,-0.0129,0.0,5.0
2019-01-24 19:00:00,-0.0743,1648.14,2,1,-0.0183,5.0,6.0
2019-01-24 19:30:00,-0.0756,1645.01,1,0,-0.019,3.0,5.0
2019-01-24 20:00:00,0.0756,1648.25,2,0,-0.0029,2.0,2.0
2019-01-24 20:30:00,0.0824,1654.93,1,0,0.0445,6.0,3.0
2019-01-24 21:00:00,0.0879,0.0,0,0,,,
2019-01-25 14:30:00,0.10300000000000001,1681.0,0,1,0.053,8.0,3.0
2019-01-25 15:00:00,0.0742,1678.17,3,2,0.0806,17.0,4.0
2019-01-25 15:30:00,0.1426,1674.75,3,0,-0.0031,2.0,2.0
2019-01-25 16:00:00,0.1441,1674.5,1,0,0.0,1.0,2.0
2019-01-25 16:30:00,0.146,1677.36,1,1,0.0104,4.0,2.0
2019-01-25 17:00:00,0.2042,1670.675,4,0,-0.0422,4.0,5.0
2019-01-25 18:00:00,0.2173,1672.0,1,1,0.0389,5.0,0.0
2019-01-25 18:30:00,0.2119,1674.27,3,0,0.0119,4.0,1.0
2019-01-25 19:00:00,0.2279,1670.0,3,1,0.0271,5.0,2.0
2019-01-25 19:30:00,0.3145,1673.0,3,1,-0.0279,3.0,5.0
2019-01-25 20:00:00,0.3373,1671.0,2,1,-0.0109,1.0,3.0
2019-01-25 20:30:00,0.3405,1670.57,2,0,-0.0063,2.0,3.0
2019-01-25 21:00:00,0.3502,0.0,1,0,,,
2019-01-28 14:30:00,0.3904,1626.56,1,1,-0.0477,7.0,7.0
2019-01-28 15:00:00,0.4143,1629.0,2,0,-0.0174,3.0,5.0
2019-01-28 15:30:00,0.3417,1622.15,0,8,-0.006999999999999999,3.0,3.0
2019-01-28 16:00:00,0.3267,1623.3,0,0,-0.0264,1.0,6.0
2019-01-28 16:30:00,0.3612,1616.87,1,0,-0.0281,2.0,6.0
2019-01-28 17:00:00,0.3946,1622.07,3,0,0.0105,6.0,4.0
2019-01-28 17:30:00,0.3777,1619.25,0,0,0.0028,3.0,1.0
2019-01-28 18:00:00,0.37,1623.27,2,0,-0.0087,4.0,4.0
2019-01-28 18:30:00,0.36,1627.77,1,0,-0.0206,2.0,5.0
2019-01-28 19:00:00,0.3662,1628.25,0,0,-0.0092,1.0,4.0
2019-01-28 19:30:00,0.305,1633.47,1,1,0.0269,4.0,3.0
2019-01-28 20:00:00,0.3383,1633.32,1,0,0.0043,3.0,2.0
2019-01-28 20:30:00,0.2305,1637.89,1,0,-0.0175,3.0,4.0
2019-01-28 21:00:00,0.2632,0.0,1,0,,,
2019-01-29 14:30:00,0.2926,1623.57,1,0,-0.01,4.0,4.0
2019-01-29 15:00:00,0.27399999999999997,1621.1,1,0,0.038,9.0,8.0
2019-01-29 15:30:00,0.2559,1598.65,0,0,-0.0284,9.0,11.0
2019-01-29 16:00:00,0.3247,1596.97,2,0,0.1364,14.0,6.0
2019-01-29 16:30:00,0.2901,1599.39,2,1,-0.0242,6.0,6.0
2019-01-29 17:00:00,0.3071,1604.33,3,1,-0.0469,12.0,11.0
2019-01-29 17:30:00,0.3086,1600.11,0,1,-0.0272,2.0,5.0
2019-01-29 18:00:00,0.2985,1600.5,3,0,0.0109,4.0,1.0
2019-01-29 18:30:00,0.2023,1604.0,0,0,0.0042,2.0,1.0
2019-01-29 19:00:00,0.184,1600.3,0,0,-0.0042,2.0,2.0
2019-01-29 19:30:00,0.2113,1592.06,1,2,0.0226,4.0,2.0
2019-01-29 20:00:00,0.2194,1594.53,2,0,-0.0284,6.0,8.0
2019-01-29 20:30:00,0.2613,1593.88,2,0,-0.0374,6.0,6.0
2019-01-29 21:00:00,0.2483,0.0,0,0,,,
2019-01-30 14:30:00,0.2839,1635.43,1,0,0.0704,10.0,2.0
2019-01-30 15:00:00,0.3196,1639.01,1,0,0.0172,6.0,2.0
2019-01-30 15:30:00,0.3169,1643.36,3,1,0.0192,9.0,3.0
2019-01-30 16:00:00,0.3315,1642.99,2,2,-0.0036,3.0,4.0
2019-01-30 16:30:00,0.3431,1647.64,3,2,0.0073,6.0,2.0
2019-01-30 17:00:00,0.3755,1653.13,6,2,0.0145,7.0,2.0
2019-01-30 17:30:00,0.4088,1652.5,3,0,-0.0366,5.0,8.0
2019-01-30 18:00:00,0.3403,1650.8,0,1,0.0098,5.0,1.0
2019-01-30 18:30:00,0.3852,1650.71,5,1,-0.0064,2.0,3.0
2019-01-30 19:00:00,0.365,1668.0,2,0,-0.0158,5.0,7.0
2019-01-30 19:30:00,0.3521,1676.0,1,0,0.0206,6.0,0.0
2019-01-30 20:00:00,0.2833,1668.41,2,0,0.0101,5.0,3.0
2019-01-30 20:30:00,0.2205,1670.43,1,1,0.0469,10.0,4.0
2019-01-30 21:00:00,0.2004,0.0,0,0,,,
2019-01-31 14:30:00,0.1187,1700.77,3,1,0.0377,10.0,5.0
2019-01-31 15:00:00,0.1588,1702.0,4,0,0.0905,17.0,2.0
2019-01-31 15:30:00,0.14300000000000002,1705.4,2,0,0.0228,12.0,3.0
2019-01-31 16:00:00,0.1233,1712.51,2,0,0.0462,16.0,8.0
2019-01-31 16:30:00,0.1666,1726.36,4,0,0.0452,20.0,5.0
2019-01-31 17:00:00,0.1998,1727.54,2,0,0.0487,18.0,4.0
2019-01-31 17:30:00,0.2004,1725.47,2,1,0.0514,13.0,10.0
2019-01-31 18:00:00,0.2247,1717.2,4,1,-0.0517,9.0,14.0
2019-01-31 18:30:00,0.2469,1725.46,1,0,0.0575,15.0,5.0
2019-01-31 19:00:00,0.2736,1721.12,5,2,-0.0219,8.0,13.0
2019-01-31 19:30:00,0.3169,1727.63,5,1,0.0374,23.0,12.0
2019-01-31 20:00:00,0.3318,1717.09,2,1,0.0569,31.0,13.0
2019-01-31 20:30:00,0.39899999999999997,1718.73,11,1,0.0306,38.0,18.0
2019-01-31 21:00:00,0.5314,0.0,19,2,,,
2019-02-01 14:30:00,0.6944,1645.56,10,1,0.0749,29.0,15.0
2019-02-01 15:00:00,0.7236,1648.68,16,0,0.1225,28.0,18.0
2019-02-01 15:30:00,0.7314,1644.0,10,2,-0.0719,16.0,22.0
2019-02-01 16:00:00,0.7649,1647.21,10,2,-0.0306,10.0,12.0
2019-02-01 16:30:00,0.757,1649.23,5,4,0.019,12.0,7.0
2019-02-01 17:00:00,0.7631,1649.21,3,2,-0.0872,10.0,17.0
2019-02-01 17:30:00,0.7504,1647.93,4,1,0.0294,11.0,8.0
2019-02-01 18:00:00,0.7376,1642.69,2,1,-0.0134,5.0,6.0
2019-02-01 18:30:00,0.7441,1633.22,7,2,-0.2508,11.0,40.0
2019-02-01 19:00:00,0.7824,1629.03,5,1,-0.1263,12.0,27.0
2019-02-01 19:30:00,0.7805,1627.0,8,1,-0.1024,17.0,18.0
2019-02-01 20:00:00,0.799,1625.5,2,1,-0.0432,13.0,12.0
2019-02-01 20:30:00,0.7922,1626.23,1,0,0.0577,12.0,10.0
2019-02-01 21:00:00,0.7973,0.0,2,1,,,
2019-02-04 14:30:00,0.1144,1632.0,2,0,0.1064,12.0,10.0
2019-02-04 15:00:00,0.158,1635.0,4,0,0.0316,10.0,4.0
2019-02-04 15:30:00,0.2271,1637.95,4,0,-0.0074,3.0,3.0
2019-02-04 16:00:00,0.2268,1646.86,1,0,0.0092,7.0,3.0
2019-02-04 16:30:00,0.1989,1644.47,0,0,-0.013999999999999999,2.0,4.0
2019-02-04 17:00:00,0.2404,1641.57,3,0,0.059000000000000004,11.0,5.0
2019-02-04 17:30:00,0.2587,1642.91,3,0,0.0135,4.0,0.0
2019-02-04 18:00:00,0.2523,1639.0,1,2,0.0212,7.0,6.0
2019-02-04 18:30:00,0.2391,1636.0,1,0,-0.019,4.0,7.0
2019-02-04 19:00:00,0.2467,1634.34,2,0,0.0387,8.0,3.0
2019-02-04 19:30:00,0.2606,1628.4,2,1,-0.0168,3.0,7.0
2019-02-04 20:00:00,0.2573,1628.55,1,2,-0.0623,9.0,12.0
2019-02-04 20:30:00,0.2871,1633.31,2,0,-0.0153,3.0,7.0
2019-02-04 21:00:00,0.2782,0.0,1,0,,,
2019-02-05 14:30:00,0.11699999999999999,1656.9,1,0,0.009000000000000001,4.0,2.0
2019-02-05 15:00:00,0.179,1661.3,6,0,0.0203,5.0,2.0
2019-02-05 15:30:00,0.1707,1662.18,1,2,0.0156,8.0,4.0
2019-02-05 16:00:00,0.2143,1654.25,4,0,0.0075,3.0,2.0
2019-02-05 16:30:00,0.2085,1659.02,1,1,0.0528,9.0,4.0
2019-02-05 17:00:00,0.1962,1654.96,1,0,0.0169,4.0,3.0
2019-02-05 17:30:00,0.2053,1648.84,0,0,-0.0127,1.0,4.0
2019-02-05 18:00:00,0.2283,1652.78,3,0,0.0157,5.0,1.0
2019-02-05 18:30:00,0.2171,1655.3,3,1,-0.0414,0.0,4.0
2019-02-05 19:00:00,0.2133,1657.35,1,0,0.0053,3.0,1.0
2019-02-05 19:30:00,0.1814,1657.85,0,0,0.0054,6.0,1.0
2019-02-05 20:00:00,0.1537,1659.28,2,0,0.0131,5.0,1.0
2019-02-05 20:30:00,0.1691,1658.81,4,0,0.0291,7.0,2.0
2019-02-05 21:00:00,0.1775,0.0,1,1,,,
2019-02-06 14:30:00,0.1593,1653.79,1,0,-0.0239,3.0,6.0
2019-02-06 15:00:00,0.1668,1636.0,2,0,-0.0116,4.0,6.0
2019-02-06 15:30:00,0.131,1644.97,0,0,-0.0102,4.0,5.0
2019-02-06 16:00:00,0.1542,1641.53,0,0,-0.0176,3.0,5.0
2019-02-06 16:30:00,0.1258,1640.07,1,0,-0.139,6.0,10.0
2019-02-06 17:00:00,0.0919,1641.46,0,0,-0.0153,2.0,3.0
2019-02-06 17:30:00,0.0864,1639.84,0,0,0.0204,3.0,2.0
2019-02-06 18:00:00,0.0757,1640.84,0,0,-0.0059,0.0,2.0
2019-02-06 18:30:00,0.0498,1638.5,0,1,-0.0284,0.0,3.0
2019-02-06 19:00:00,0.0525,1638.39,1,0,-0.0098,1.0,3.0
2019-02-06 19:30:00,0.046,1638.56,0,1,0.0067,3.0,1.0
2019-02-06 20:00:00,0.0522,1636.29,2,0,0.0036,3.0,2.0
2019-02-06 20:30:00,0.0609,1640.26,1,0,0.0137,4.0,4.0
2019-02-06 21:00:00,0.07,0.0,1,0,,,
2019-02-07 14:30:00,-0.1007,1614.95,0,0,-0.0347,7.0,7.0
2019-02-07 15:00:00,0.0955,1615.35,1,0,-0.0477,6.0,7.0
2019-02-07 15:30:00,0.081,1610.28,2,0,-0.0117,3.0,5.0
2019-02-07 16:00:00,0.1032,1604.4,4,2,-0.0457,7.0,11.0
2019-02-07 16:30:00,0.111,1596.62,1,1,-0.0789,12.0,17.0
2019-02-07 17:00:00,0.1425,1602.15,3,1,-0.0911,6.0,17.0
2019-02-07 17:30:00,0.1435,1599.96,2,0,-0.0882,4.0,12.0
2019-02-07 18:00:00,0.1292,1603.57,0,0,0.0159,7.0,4.0
2019-02-07 18:30:00,0.1028,1606.47,1,1,-0.0506,3.0,10.0
2019-02-07 19:00:00,0.1137,1608.5,4,0,-0.1513,3.0,16.0
2019-02-07 19:30:00,0.1144,1609.23,0,1,-0.0431,6.0,11.0
2019-02-07 20:00:00,0.1176,1608.99,1,1,-0.0837,5.0,11.0
2019-02-07 20:30:00,0.1052,1614.37,1,0,-0.1221,3.0,12.0
2019-02-07 21:00:00,0.1104,0.0,1,0,,,
2019-02-08 14:30:00,-0.0504,1579.1,2,6,-0.0299,7.0,17.0
2019-02-08 15:00:00,-0.0637,1579.22,2,13,-0.0253,11.0,20.0
2019-02-08 15:30:00,-0.0687,1579.9,11,7,-0.0147,2.0,12.0
2019-02-08 16:00:00,-0.0629,1577.03,2,6,-0.0132,4.0,9.0
2019-02-08 16:30:00,-0.0578,1577.9,4,10,-0.0093,1.0,24.0
2019-02-08 17:00:00,-0.0581,1574.36,9,15,0.0,10.0,20.0
2019-02-08 17:30:00,-0.0523,1577.49,8,5,-0.0021,3.0,10.0
2019-02-08 18:30:00,-0.0463,1582.56,5,5,-0.0028,5.0,6.0
2019-02-08 19:00:00,-0.0408,1585.26,4,4,0.0023,4.0,4.0
2019-02-08 20:00:00,-0.0356,1585.52,5,4,0.0,1.0,7.0
2019-02-11 14:30:00,0.035,1594.4,0,2,0.0406,7.0,4.0
2019-02-11 15:00:00,0.0227,1594.75,2,2,-0.0511,4.0,7.0
2019-02-11 15:30:00,0.0291,1591.32,4,0,-0.0086,3.0,5.0
2019-02-11 16:00:00,0.0376,1589.9,2,2,-0.0054,3.0,3.0
2019-02-11 17:30:00,0.0312,1596.18,2,0,0.0037,3.0,0.0
2019-02-11 18:30:00,0.0397,1589.52,3,1,0.0,1.0,0.0
2019-02-11 19:30:00,0.0342,1588.71,1,0,-0.0863,3.0,8.0
2019-02-11 20:30:00,0.028999999999999998,1591.0,1,0,-0.0544,3.0,6.0
2019-02-11 21:00:00,0.0238,0.0,1,0,,,
2019-02-12 14:30:00,0.1479,1614.55,4,1,0.0124,6.0,5.0
2019-02-12 15:00:00,0.1487,1626.47,2,1,0.0144,7.0,5.0
2019-02-12 15:30:00,0.1209,1629.0,1,1,0.0195,8.0,7.0
2019-02-12 16:00:00,0.1688,1629.5,9,0,0.0292,10.0,5.0
2019-02-12 16:30:00,0.1497,1630.0,2,2,-0.0254,3.0,9.0
2019-02-12 17:00:00,0.1351,1625.0,0,0,0.012,4.0,3.0
2019-02-12 17:30:00,0.1441,1627.06,4,1,-0.0093,1.0,5.0
2019-02-12 18:00:00,0.1388,1628.93,1,0,0.0142,4.0,2.0
2019-02-12 18:30:00,0.1456,1632.68,3,2,-0.0079,3.0,4.0
2019-02-12 19:00:00,0.1302,1634.8,3,0,0.016,6.0,4.0
2019-02-12 19:30:00,0.1175,1631.85,3,1,-0.0112,3.0,7.0
2019-02-12 20:00:00,0.1144,1635.82,1,2,0.024,6.0,6.0
2019-02-12 20:30:00,0.1009,1638.01,0,1,-0.0066,2.0,3.0
2019-02-13 14:30:00,0.2,1651.61,9,0,-0.0119,6.0,7.0
2019-02-13 15:00:00,0.1911,1649.0,4,0,0.0071,5.0,3.0
2019-02-13 15:30:00,0.1739,1649.25,1,2,0.0,3.0,1.0
2019-02-13 16:00:00,0.1588,1646.72,2,0,-0.0063,4.0,4.0
2019-02-13 16:30:00,0.1774,1648.0,4,0,0.0136,4.0,4.0
2019-02-13 17:00:00,0.1663,1647.19,1,0,-0.0209,4.0,5.0
2019-02-13 17:30:00,0.1581,1648.0,2,0,0.0356,9.0,1.0
2019-02-13 18:00:00,0.1463,1649.98,0,0,0.0093,5.0,2.0
2019-02-13 18:30:00,0.1387,1649.07,1,0,0.0079,2.0,2.0
2019-02-13 19:00:00,0.1597,1647.86,5,0,-0.0117,3.0,5.0
2019-02-13 19:30:00,0.1557,1648.95,1,0,-0.0069,2.0,2.0
2019-02-13 20:00:00,0.1587,1646.97,1,0,-0.0069,1.0,3.0
2019-02-13 20:30:00,0.1726,1640.0,2,0,-0.0207,4.0,5.0
2019-02-13 21:00:00,0.1658,0.0,0,0,,,
2019-02-14 14:30:00,0.2876,1616.86,1,1,-0.0316,6.0,7.0
2019-02-14 15:00:00,0.3304,1620.88,7,1,-0.0318,6.0,10.0
2019-02-14 15:30:00,0.3493,1619.08,2,0,-0.0521,5.0,11.0
2019-02-14 16:00:00,0.3403,1616.73,0,2,-0.0078,0.0,3.0
2019-02-14 16:30:00,0.3245,1619.8,35,9,-0.0129,6.0,105.0
2019-02-14 17:00:00,0.2983,1635.25,85,15,-0.0072,9.0,82.0
2019-02-14 17:30:00,0.2526,1632.36,37,6,0.0,5.0,41.0
2019-02-14 18:00:00,0.2287,1629.65,31,6,-0.002,6.0,16.0
2019-02-14 18:30:00,0.1838,1625.22,16,5,0.0,8.0,15.0
2019-02-14 19:00:00,0.1482,1628.01,12,5,0.0,7.0,14.0
2019-02-14 19:30:00,0.135,1625.28,9,4,0.0,4.0,8.0
2019-02-14 20:00:00,0.1197,1623.81,19,3,0.0,3.0,21.0
2019-02-14 20:30:00,0.1114,1622.65,12,4,-0.0074,7.0,12.0
2019-02-15 14:30:00,0.0592,1612.16,14,1,0.0149,19.0,13.0
2019-02-15 15:00:00,0.0678,1616.49,9,0,-0.0044,13.0,14.0
2019-02-15 15:30:00,0.0679,1611.0,6,2,0.0,6.0,10.0
2019-02-15 17:00:00,0.0735,1612.86,9,15,-0.0032,9.0,11.0
2019-02-15 17:30:00,0.0791,1609.91,7,5,0.0027,9.0,6.0
2019-02-15 18:00:00,0.0857,1608.05,4,4,0.0,10.0,6.0
2019-02-15 19:00:00,0.0806,1609.3,4,0,-0.0134,11.0,12.0
2019-02-15 20:30:00,0.0698,1607.95,1,0,0.0035,7.0,6.0
2019-02-19 14:30:00,0.2039,1625.84,10,1,0.0058,6.0,3.0
2019-02-19 15:00:00,0.1931,1627.365,2,0,0.0039,3.0,3.0
2019-02-19 15:30:00,0.1641,1624.28,1,4,-0.0323,0.0,7.0
2019-02-19 16:00:00,0.1851,1621.72,4,0,-0.0036,0.0,2.0
2019-02-19 16:30:00,0.2151,1632.0,4,1,0.0345,10.0,5.0
2019-02-19 17:00:00,0.1894,1631.2,1,1,0.0093,6.0,5.0
2019-02-19 17:30:00,0.1801,1627.72,2,2,0.0,2.0,1.0
2019-02-19 18:00:00,0.204,1629.06,6,0,0.027999999999999997,8.0,4.0
2019-02-19 18:30:00,0.244,1629.64,5,2,0.0713,15.0,3.0
2019-02-19 19:00:00,0.2571,1628.41,3,2,0.0188,6.0,2.0
2019-02-19 19:30:00,0.3008,1630.61,4,0,-0.0077,3.0,3.0
2019-02-19 20:00:00,0.3197,1629.8,2,0,0.0135,5.0,3.0
2019-02-19 20:30:00,0.3192,1627.58,2,1,-0.0265,2.0,5.0
2019-02-19 21:00:00,0.3185,0.0,1,0,,,
2019-02-20 14:30:00,0.1427,1633.71,0,0,-0.0161,1.0,7.0
2019-02-20 15:00:00,0.1485,1630.2,1,0,-0.0155,3.0,4.0
2019-02-20 15:30:00,0.1518,1632.5,1,0,-0.015,3.0,5.0
2019-02-20 16:00:00,0.1455,1632.56,1,0,0.0133,6.0,5.0
2019-02-20 16:30:00,0.1401,1630.84,1,0,0.0065,5.0,4.0
2019-02-20 17:00:00,0.0928,1614.24,0,0,-0.016,5.0,7.0
2019-02-20 17:30:00,0.0733,1616.55,0,1,-0.0131,2.0,7.0
2019-02-20 18:00:00,0.0684,1621.1,1,1,-0.0102,3.0,5.0
2019-02-20 18:30:00,0.0722,1622.68,2,1,-0.0148,1.0,6.0
2019-02-20 19:00:00,0.0522,1616.87,1,0,-0.0116,3.0,4.0
2019-02-20 19:30:00,0.0388,1620.65,2,1,-0.0142,5.0,5.0
2019-02-20 20:00:00,0.0305,1621.78,1,0,-0.0093,5.0,5.0
2019-02-21 14:30:00,0.0778,1606.19,2,0,-0.0727,4.0,10.0
2019-02-21 15:00:00,0.0719,1606.5,0,0,-0.0663,5.0,14.0
2019-02-21 15:30:00,0.0791,1609.83,2,1,-0.0554,4.0,10.0
2019-02-21 16:00:00,0.0848,1611.45,2,0,-0.0057,3.0,4.0
2019-02-21 16:30:00,0.0746,1615.28,0,0,0.019,6.0,0.0
2019-02-21 17:00:00,0.1263,1619.65,10,0,0.0098,4.0,1.0
2019-02-21 17:30:00,0.1298,1620.88,1,0,-0.0016,1.0,3.0
2019-02-21 18:00:00,0.1407,1620.0,4,1,-0.0047,2.0,3.0
2019-02-21 18:30:00,0.1258,1619.81,1,1,0.0078,4.0,2.0
2019-02-21 19:00:00,0.1569,1613.73,2,0,0.0028,4.0,1.0
2019-02-21 19:30:00,0.1492,1610.33,0,0,0.0082,4.0,2.0
2019-02-21 20:00:00,0.1868,1613.56,3,0,0.0017,2.0,1.0
2019-02-21 20:30:00,0.1938,1619.44,2,1,0.0216,5.0,2.0
2019-02-21 21:00:00,0.1768,0.0,0,1,,,
2019-02-22 14:30:00,0.3397,1629.24,1,0,-0.0046,2.0,4.0
2019-02-22 15:00:00,0.2272,1626.31,0,0,-0.0047,2.0,5.0
2019-02-22 15:30:00,0.2276,1630.12,2,1,0.0175,7.0,2.0
2019-02-22 16:00:00,0.1229,1633.58,2,4,-0.0089,4.0,6.0
2019-02-22 16:30:00,0.0865,1631.92,0,2,0.0017,3.0,2.0
2019-02-22 17:00:00,0.0851,1630.0,3,1,-0.0034,1.0,2.0
2019-02-22 17:30:00,0.0889,1630.69,3,0,-0.0304,1.0,9.0
2019-02-22 18:00:00,0.0734,1631.74,3,1,-0.0131,8.0,9.0
2019-02-22 18:30:00,0.0644,1631.36,2,1,-0.0012,3.0,2.0
2019-02-22 19:00:00,0.0854,1630.6,10,0,0.0,1.0,2.0
2019-02-22 19:30:00,0.1645,1627.3,14,0,0.0,1.0,1.0
2019-02-22 20:00:00,0.1448,1630.75,0,0,0.0062,5.0,5.0
2019-02-22 20:30:00,0.1626,1631.56,5,1,-0.0308,1.0,7.0
2019-02-22 21:00:00,0.1491,0.0,0,2,,,
2019-02-25 14:30:00,0.1541,1642.65,5,0,0.0138,4.0,2.0
2019-02-25 15:00:00,0.1278,1640.7,0,0,0.0304,8.0,2.0
2019-02-25 15:30:00,0.1373,1644.42,2,0,0.0283,7.0,4.0
2019-02-25 16:00:00,0.1262,1642.71,2,0,0.0054,2.0,1.0
2019-02-25 17:00:00,0.1195,1635.0,1,0,-0.0127,1.0,4.0
2019-02-25 17:30:00,0.1074,1633.97,0,2,-0.0527,2.0,8.0
2019-02-25 18:00:00,0.0904,1633.0,0,0,-0.0142,1.0,4.0
2019-02-25 18:30:00,0.0982,1635.15,3,1,0.0149,4.0,2.0
2019-02-25 19:00:00,0.136,1637.24,1,0,-0.0048,1.0,2.0
2019-02-25 19:30:00,0.1484,1635.62,3,0,0.0074,2.0,1.0
2019-02-25 20:00:00,0.158,1634.46,2,3,-0.0273,1.0,5.0
2019-02-25 20:30:00,0.1695,1633.0,2,0,-0.0725,3.0,8.0
2019-02-25 21:00:00,0.1466,0.0,0,0,,,
2019-02-26 14:30:00,0.1489,1620.5,1,0,-0.0818,3.0,11.0
2019-02-26 15:00:00,0.1216,1629.21,0,0,-0.0109,3.0,4.0
2019-02-26 15:30:00,0.1352,1624.05,1,0,-0.0084,1.0,3.0
2019-02-26 16:00:00,0.1345,1629.5,2,0,0.0066,4.0,3.0
2019-02-26 16:30:00,0.1504,1625.0,2,4,0.0144,4.0,2.0
2019-02-26 17:00:00,0.1559,1623.11,4,0,-0.0014,2.0,1.0
2019-02-26 17:30:00,0.1687,1622.95,2,0,0.0,3.0,1.0
2019-02-26 18:00:00,0.1539,1626.28,2,1,0.0043,1.0,1.0
2019-02-26 18:30:00,0.1346,1628.15,0,1,-0.009000000000000001,3.0,4.0
2019-02-26 19:00:00,0.1304,1630.0,1,1,-0.0397,0.0,8.0
2019-02-26 19:30:00,0.1164,1633.0,0,1,0.0139,6.0,2.0
2019-02-26 20:00:00,0.1142,1638.23,1,3,0.0229,8.0,9.0
2019-02-26 20:30:00,0.107,1636.4,0,1,-0.0533,3.0,7.0
2019-02-26 21:00:00,0.1165,0.0,2,1,,,
2019-02-27 14:30:00,-0.1485,1624.75,1,0,-0.0316,5.0,6.0
2019-02-27 15:00:00,-0.1492,1616.84,0,0,-0.0607,3.0,7.0
2019-02-27 15:30:00,0.1281,1620.15,1,0,0.0068,3.0,1.0
2019-02-27 16:00:00,0.1577,1624.645,1,0,-0.0213,1.0,5.0
2019-02-27 16:30:00,0.2057,1628.0,3,0,0.0211,6.0,3.0
2019-02-27 17:00:00,0.1647,1630.24,2,1,0.002,2.0,3.0
2019-02-27 17:30:00,0.1794,1627.03,3,0,-0.0071,1.0,3.0
2019-02-27 18:00:00,0.2098,1633.3,3,2,-0.018000000000000002,2.0,6.0
2019-02-27 18:30:00,0.1724,1636.68,2,0,0.0047,4.0,4.0
2019-02-27 19:00:00,0.1729,1638.58,3,1,0.0038,3.0,1.0
2019-02-27 19:30:00,0.1926,1638.25,4,1,-0.0032,1.0,3.0
2019-02-27 20:00:00,0.1983,1641.09,4,0,-0.0214,3.0,5.0
2019-02-27 20:30:00,0.2264,1641.09,4,2,-0.0198,4.0,4.0
2019-02-27 21:00:00,0.2216,0.0,1,0,,,
2019-02-28 14:30:00,0.2577,1645.84,5,0,-0.0041,1.0,4.0
2019-02-28 15:00:00,0.2432,1638.37,3,0,0.0019,3.0,2.0
2019-02-28 15:30:00,0.2381,1643.0,9,1,0.0028,3.0,2.0
2019-02-28 16:00:00,0.266,1645.03,1,3,-0.0071,3.0,4.0
2019-02-28 16:30:00,0.3078,1647.54,6,0,0.004,4.0,1.0
2019-02-28 17:00:00,0.3162,1646.43,2,0,0.0188,4.0,0.0
2019-02-28 17:30:00,0.2995,1647.3,2,0,0.0068,2.0,1.0
2019-02-28 18:00:00,0.3037,1642.97,2,0,0.0132,4.0,3.0
2019-02-28 18:30:00,0.2983,1643.6,0,0,-0.0126,1.0,5.0
2019-02-28 19:00:00,0.2779,1642.66,1,1,0.0101,4.0,3.0
2019-02-28 19:30:00,0.2671,1642.44,1,0,0.0108,3.0,1.0
2019-02-28 20:00:00,0.2704,1642.12,1,1,-0.0082,4.0,4.0
2019-02-28 20:30:00,0.2857,1639.83,2,1,0.0173,5.0,2.0
2019-02-28 21:00:00,0.2692,0.0,0,1,,,
2019-03-01 14:30:00,0.0513,1655.9,5,1,0.0185,9.0,4.0
2019-03-01 15:00:00,0.047,1653.81,2,1,0.0134,5.0,3.0
2019-03-01 15:30:00,0.0562,1659.73,3,0,0.0054,3.0,3.0
2019-03-01 16:00:00,0.0651,1657.34,2,1,0.0113,8.0,5.0
2019-03-01 16:30:00,0.0836,1655.48,4,1,-0.0095,4.0,4.0
2019-03-01 17:00:00,0.1053,1658.58,5,1,0.0061,4.0,3.0
